,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
189,['2024-03-15T05:48:33Z'],['UgzPeNTKHF0a4oZ14Pp4AaABAg'],"engineers got full confident pm modi india, ur best work budget problem that&#39;s indians proud, isro done 🎉🎉",[0],[0],engineers got full confident pm modi india ur best work budget problem that39s indians proud isro done
190,['2024-03-11T07:20:09Z'],['UgxygYPj6LUvJ3OAKIx4AaABAg'],dhruv rathi favourite youtuber,[0],[1],dhruv rathi favourite youtuber
194,['2024-03-07T04:28:13Z'],['UgwLPaeLv5zl7wITooB4AaABAg'],yaha bahut bar gaye ho do..... do..some large…dhruva singh katheriya,[0],[0],yaha bahut bar gaye ho do dosome largedhruva singh katheriya
195,['2024-03-07T04:22:37Z'],['UgwymQScggVDEtI25zJ4AaABAg'],"sun mission complete dhruva singh katheriya,do large",[0],[0],sun mission complete dhruva singh katheriyado large
196,['2024-03-07T04:20:51Z'],['UgyoGTZOPuAB2oElh0J4AaABAg'],sun mission complete,[0],[0],sun mission complete
197,['2024-03-05T02:20:47Z'],['UgyKw37zzDYTMgkdO894AaABAg'],lekin dusri video tumne kahan hai america sabse phle moon par gya tumhari hi video dekhi mene ab isme tum dusre desh ka naam le rhe ho sabse pehle moon par jane ka 😐,[0],[0],lekin dusri video tumne kahan hai america sabse phle moon par gya tumhari hi video dekhi mene ab isme tum dusre desh ka naam le rhe ho sabse pehle moon par jane ka
198,['2024-03-03T19:54:30Z'],['Ugz0ycM9_vsFdfrjum94AaABAg'],tareeka achha h batane ka apka,[0],[0],tareeka achha h batane ka apka
200,['2024-02-27T15:21:51Z'],['UgzfCeSDCGyKdA4JQrN4AaABAg'],yessass chandrayaan 3 landed,[0],[0],yessass chandrayaan 3 landed
201,['2024-02-24T14:37:16Z'],['UgzbTKFFKcnQuAf3T7l4AaABAg'],rajniti se nikal de toh drubh dam hai mene nahi upsc ke koi teacher ne kaha hai ❤❤,[0],[0],rajniti se nikal de toh drubh dam hai mene nahi upsc ke koi teacher ne kaha hai
202,['2024-02-21T14:04:55Z'],['UgyUKl2jhgxy4xaSSW14AaABAg'],"way explaining waao , easy understand india made history chandrayaan 3",[0],[1],way explaining waao easy understand india made history chandrayaan 3
206,['2024-02-14T06:00:56Z'],['UgxQS62TT8Kbafy6XGZ4AaABAg'],hello ca wallah pw ke jaldi se 900k subscriber kara,[0],[0],hello ca wallah pw ke jaldi se 900k subscriber kara
208,['2024-02-11T05:08:22Z'],['UgwXryIwPMTaKsKTFrJ4AaABAg'],hi pragyan say cheese,[0],[0],hi pragyan say cheese
211,['2024-02-07T09:49:11Z'],['UgywcmZ3weR6omAb9ZV4AaABAg'],indiaka chandrayan 3 moon pe land kiya nahi tha ye ek fake video banaya hai,[0],[1],indiaka chandrayan 3 moon pe land kiya nahi tha ye ek fake video banaya hai
213,['2024-02-05T05:13:37Z'],['Ugz-z5TV7t2Y1KqvEfl4AaABAg'],jhande p chand lagane aur chand p jhanda lagane bht diffrence h 🇮🇳 ❤india 🇮🇳 ♥️,[0],[21],jhande p chand lagane aur chand p jhanda lagane bht diffrence h india
215,['2024-02-02T19:19:52Z'],['UgzEe2Cjlr_AhnB5pst4AaABAg'],ur best,[0],[0],ur best
216,['2024-02-02T12:50:05Z'],['Ugwh6-KatHnR2CoxaeR4AaABAg'],"bhai ji agar chandrayan ki speed 36000 kmph thi usko chand tk pahuchne kai 40 din kyu lage jabki chand ki prithivi se duri 3,34,400km hai hisab se chand tak phuchne mai 9-10 ghnte ke bich mai hi lgenge chandrayan-3 40 din mai kyu pahucha ?",[0],[0],bhai ji agar chandrayan ki speed 36000 kmph thi usko chand tk pahuchne kai 40 din kyu lage jabki chand ki prithivi se duri 334400km hai hisab se chand tak phuchne mai 910 ghnte ke bich mai hi lgenge chandrayan3 40 din mai kyu pahucha
217,['2024-02-02T10:12:04Z'],['Ugy_1fBkYPil-WqqyD94AaABAg'],fail chndrya. 3 afrer successful landing,[0],[0],fail chndrya 3 afrer successful landing
218,['2024-01-29T16:30:52Z'],['UgzLdexdL1XgYnW8R_t4AaABAg'],sab fake hai.,[3],[0],sab fake hai
219,['2024-01-27T08:19:25Z'],['UgxJ1Ik9u5Z8L5caqZV4AaABAg'],proud indian 🇮🇳❤️❤️ long live india,[0],[1],proud indian long live india
220,['2024-01-27T08:18:11Z'],['UgzeBmn-fvOnTpvjd454AaABAg'],proud big country india 🇮🇳,[0],[1],proud big country india
222,['2024-01-25T18:28:38Z'],['UgzxwqX1DBFoR9t0QRZ4AaABAg'],jai hind dro🎉🎉,[0],[0],jai hind dro
223,['2024-01-25T12:31:37Z'],['UgzJtGuDGBRognry1Kp4AaABAg'],don&#39;t discuss miracle holy eucharist?,[0],[0],don39t discuss miracle holy eucharist
224,['2024-01-20T15:22:51Z'],['Ugxk14Aw5axSIKH79KZ4AaABAg'],"•22 october 2008 impact mission [chandrayan 1] (started) india •january 1959 fly mission [luna 1] (first time) ussr • march 1959 fly mission [pioneer 4] america •octuber 1959 fly mission [luna 3] ussr •1966 first successful soft landing [luna 9] ussr first time moon foto capture tha world. •november 1970 [rover mission] ussr •1969 neel armstrong physical land [human mission] •india:- lander = vikram (1,750kg) rover= pragyan (21kg)",[0],[4],22 october 2008 impact mission chandrayan 1 started india january 1959 fly mission luna 1 first time ussr march 1959 fly mission pioneer 4 america octuber 1959 fly mission luna 3 ussr 1966 first successful soft landing luna 9 ussr first time moon foto capture tha world november 1970 rover mission ussr 1969 neel armstrong physical land human mission india lander vikram 1750kg rover pragyan 21kg
226,['2024-01-18T17:28:55Z'],['UgwffidNxg-_IsR8tFl4AaABAg'],pakistani happy brother country launch man made modern item😊😊😊😊😊😊,[0],[1],pakistani happy brother country launch man made modern item
227,['2024-01-16T21:03:48Z'],['Ugzop_9dGU2bqe29-HR4AaABAg'],first make toilets india. give food poor people. use moon toilet. hahahaha.,[1],[0],first make toilets india give food poor people use moon toilet hahahaha
228,['2024-01-16T17:00:23Z'],['UgxVpevkIaX1t1Tu-S94AaABAg'],"longer story world experiencing global economic crisis, happy received 41,000 usd 13,000 usd investment every 10 days",[6],[3],longer story world experiencing global economic crisis happy received 41000 usd 13000 usd investment every 10 days
229,['2024-01-16T06:47:07Z'],['Ugxkq6ygdueWNPEKfeR4AaABAg'],"chandrayaan need,, moon sign rasi already indias hand.",[0],[0],chandrayaan need moon sign rasi already indias hand
230,['2024-01-08T05:51:59Z'],['UgyIFoYq9v9KM7RqMB14AaABAg'],mera bharat mahan mahan ha mahan rehega,[0],[2],mera bharat mahan mahan ha mahan rehega
231,['2023-12-29T07:58:41Z'],['Ugyx6Ab6IoqWBhWq9uF4AaABAg'],mubarak ho etne tkand chand pani kese hai bhai,[1],[0],mubarak ho etne tkand chand pani kese hai bhai
233,['2023-12-25T13:04:11Z'],['UgwScF-xKu4e0nBrtJ94AaABAg'],im really interested space...when young dreamt astronaut,[0],[0],im really interested spacewhen young dreamt astronaut
234,['2023-12-22T08:21:45Z'],['UgwR11vQu_UtOHoOOPl4AaABAg'],explain well. please explain ch 9 gulmohar book class 3😅😊,[0],[1],explain well please explain ch 9 gulmohar book class 3
235,['2023-12-16T11:45:11Z'],['Ugx3n8v5sTD3MN-seM14AaABAg'],7 payloads = thala reason,[0],[4],7 payloads thala reason
236,['2023-12-15T10:36:04Z'],['UgwNi5yL6i3o9FHsyAx4AaABAg'],one suggestion:any historical events mention start finish date... it&#39;s useful students prepare government exam.,[0],[0],one suggestionany historical events mention start finish date it39s useful students prepare government exam
237,['2023-12-04T16:15:26Z'],['UgyDuPrkOnMqePcnUBh4AaABAg'],"chandrayaan 3 success : dhruv rathee - congratulations, good work (liberal burnout) chandrayaan 3 failure : dhruv rathee - used money build hospitals give freebies poor",[0],[0],chandrayaan 3 success dhruv rathee congratulations good work liberal burnout chandrayaan 3 failure dhruv rathee used money build hospitals give freebies poor
241,['2023-11-24T12:56:30Z'],['UgzLB3rsVGMc3RfwNf54AaABAg'],kal ke quiz ki taiyari krne wale please attendence,[1],[1],kal ke quiz ki taiyari krne wale please attendence
242,['2023-11-22T20:35:31Z'],['UgyFoQYriBaS37Fwe754AaABAg'],devendra krishna sastri ke upar new video banaoo ?,[0],[0],devendra krishna sastri ke upar new video banaoo
243,['2023-11-21T09:26:57Z'],['UgyVZn7bWZ7zycCR1zB4AaABAg'],❗please make video testing salt ❗ ❗(msg)❗,[0],[0],please make video testing salt msg
244,['2023-11-13T17:31:35Z'],['Ugz5bG14TmrcXcYLzZl4AaABAg'],contant best,[0],[0],contant best
245,['2023-11-13T07:08:17Z'],['UgzvpqSQ0c6FxPy8H7V4AaABAg'],"inspiring victory encouraging 🌛. may india progress fields become leading country ❤🎉 jai hind, jai hind 🎉 people india 💙",[0],[1],inspiring victory encouraging may india progress fields become leading country jai hind jai hind people india
246,['2023-11-06T15:28:56Z'],['Ugx5gw25r1oipp7CKYJ4AaABAg'],science exhibition making rover thank god dhruv made understand gave information,[0],[0],science exhibition making rover thank god dhruv made understand gave information
252,['2023-10-21T09:13:19Z'],['UgxpHd_fFWrf11GaIBF4AaABAg'],won&#39;t believe it. searched 15-16 channels wasn&#39;t satisfied content quality essay writing po examination. .and here.after listening u 1 min.i sure follow u whole essay writing content . way delivering information incredible ❤❤❤❤,[0],[1],won39t believe it searched 1516 channels wasn39t satisfied content quality essay writing po examination and hereafter listening u 1 mini sure follow u whole essay writing content way delivering information incredible
253,['2023-10-21T06:59:51Z'],['UgzWhKrKlzb0FrXBDBt4AaABAg'],that&#39;s great news,[0],[1],that39s great news
255,['2023-10-16T13:12:30Z'],['Ugx_Pe2t9iD15NXHEJF4AaABAg'],watching video english debate chandrayaan 3 favour,[0],[0],watching video english debate chandrayaan 3 favour
256,['2023-10-16T06:56:17Z'],['UgyMLea3tQ5PaHcyETN4AaABAg'],"watching successful landing, great video sir❤🙏",[0],[0],watching successful landing great video sir
257,['2023-10-14T09:14:15Z'],['UgwED4-Aw3GobOTsUch4AaABAg'],tomorrow exam i&#39;m quick revision.... thanks rathe sahab,[0],[1],tomorrow exam i39m quick revision thanks rathe sahab
258,['2023-10-13T15:23:43Z'],['Ugz4Wa2uZzjU3JmmOnZ4AaABAg'],good news ❤️,[0],[0],good news
261,['2023-10-09T16:55:14Z'],['UgwCvZioBAZb2iVnjdh4AaABAg'],pakistan media chandrayan 1 ko failed mission bata raha tha 😅😂😂,[0],[0],pakistan media chandrayan 1 ko failed mission bata raha tha
262,['2023-10-09T13:38:34Z'],['UgxgMP3sRHihITyPhQJ4AaABAg'],hey big bro make video uk journalist asking return economic aid.,[0],[0],hey big bro make video uk journalist asking return economic aid
263,['2023-10-09T12:16:28Z'],['UgzpPzlRcoHaUXlk_fF4AaABAg'],yaar aaplog aise hi abhiyaa moments bnaya kro plz ...and han ye best jodi h ..chahe koi kuch bhi kahe..aur jo na samjhe vo bewakoof ka bachha😂,[0],[0],yaar aaplog aise hi abhiyaa moments bnaya kro plz and han ye best jodi h chahe koi kuch bhi kaheaur jo na samjhe vo bewakoof ka bachha
265,['2023-10-08T15:19:28Z'],['Ugwksu_dylzbhs0zWKt4AaABAg'],happy birthday🎂🎉 sir,[0],[0],happy birthday sir
266,['2023-10-06T04:00:47Z'],['UgzdDdwzdlcAyQGjUwt4AaABAg'],sar wellfare scheme logo ka paisa wapas nhi karega research please🙏🙏,[0],[0],sar wellfare scheme logo ka paisa wapas nhi karega research please
267,['2023-10-05T17:19:55Z'],['UgwUhP93v6BKlwwNFIx4AaABAg'],united states 1969 / russia 1966 / china 2019 / india 23 august 2023 moon landing 🛬,[0],[0],united states 1969 russia 1966 china 2019 india 23 august 2023 moon landing
268,['2023-10-04T06:04:58Z'],['Ugy-Fhyw5welh_F444V4AaABAg'],israel❌. palestine ✅,[1],[1],israel palestine
269,['2023-10-03T16:43:25Z'],['UgxfSZKsTquIxZQRpSd4AaABAg'],looks fake. dont thik india landed moon. dont get wrong. dont think usa country has....,[0],[0],looks fake dont thik india landed moon dont get wrong dont think usa country has
270,['2023-10-03T15:19:29Z'],['UgxcnUHEeRhyfwpf1Rd4AaABAg'],aisa bol raha india n chand p laand kiya hai ye line mere desh india v bol sakta ha,[0],[0],aisa bol raha india n chand p laand kiya hai ye line mere desh india v bol sakta ha
271,['2023-10-03T02:45:21Z'],['UgxTkPUWb9qyxTtyr-B4AaABAg'],chandrayaan landed became kumbakarna,[1],[1],chandrayaan landed became kumbakarna
272,['2023-09-29T00:33:21Z'],['Ugw9UDdKDt_93hktlf94AaABAg'],chand pe atmosphere hi nahi hota pani kaise mila atmosphere mai ????🤔 3.56.,[0],[0],chand pe atmosphere hi nahi hota pani kaise mila atmosphere mai 356
273,['2023-09-28T19:55:37Z'],['UgxrpdCJKbNDEngznwR4AaABAg'],"hey, following long &amp; best. kid growing up. please make video icse vs cbse? tia @dhruvrathee",[0],[0],hey following long amp best kid growing up please make video icse vs cbse tia dhruvrathee
276,['2023-09-26T19:34:29Z'],['UgxobgnNfeCNIyCBwnF4AaABAg'],provide internet chandrayan 3,[0],[0],provide internet chandrayan 3
277,['2023-09-24T18:15:05Z'],['Ugyq_76mdDoTqJAFwJl4AaABAg'],dogla nir,[0],[0],dogla nir
278,['2023-09-24T05:47:19Z'],['UgyY4RoaIqueKR7upNN4AaABAg'],dhruv bhaiya soch raha hu ki moon par plot le lu 😅 aap dilwa dijiye jugaad ho toh aapka ?,[0],[0],dhruv bhaiya soch raha hu ki moon par plot le lu aap dilwa dijiye jugaad ho toh aapka
279,['2023-09-23T14:39:06Z'],['UgzkbfcN_HqCT8lPf4Z4AaABAg'],hello dhruv please make video pocso act fake cases made act .as act works anti men law time,[0],[0],hello dhruv please make video pocso act fake cases made act as act works anti men law time
281,['2023-09-22T21:40:12Z'],['Ugx2Kl0YRwUkNqS61k54AaABAg'],bhai english pole rathee,[0],[0],bhai english pole rathee
283,['2023-09-21T04:09:23Z'],['UgyCCiYLyjjP0eiDMpd4AaABAg'],gaganyan.,[0],[1],gaganyan
285,['2023-09-19T16:52:12Z'],['Ugz_c2IY3wl9RD486nZ4AaABAg'],(visitors angelic world) read book reality world,[0],[1],visitors angelic world read book reality world
286,['2023-09-16T22:17:34Z'],['Ugx4SC9cjWECpuIvwOV4AaABAg'],thank god didn&#39;t say chandayan 3 dream jawaharlal nehru,[0],[1],thank god didn39t say chandayan 3 dream jawaharlal nehru
287,['2023-09-16T19:44:55Z'],['UgzLvfFOp_AMtjLuaNd4AaABAg'],nasa ki den nahi unke agale human mission ke liye hai bhai tum galat kuch mat bolo,[0],[0],nasa ki den nahi unke agale human mission ke liye hai bhai tum galat kuch mat bolo
288,['2023-09-16T09:37:08Z'],['Ugx1oB9aNxpfdQalHZR4AaABAg'],"proud you, dhruv sir, helping taking country forward, saving hatred, god bless you.",[0],[11],proud you dhruv sir helping taking country forward saving hatred god bless you
289,['2023-09-16T02:32:37Z'],['Ugwgfd54BKSap2Co6Kp4AaABAg'],make video alien corpses mexico?,[0],[1],make video alien corpses mexico
290,['2023-09-15T18:08:40Z'],['UgzOXzKtzyeioZZLNC14AaABAg'],chandrian 3 discovery oxygen big achievement question poor people living mombey suburban human ?they don&#39;t need pure water?while searching water moon....insane..,[1],[0],chandrian 3 discovery oxygen big achievement question poor people living mombey suburban human they don39t need pure waterwhile searching water mooninsane
291,['2023-09-15T18:04:44Z'],['Ugwltievz5K3GvOcv_B4AaABAg'],"brother proud chandrayaan 3 take knowledge mission need things done , get top 3 4 try first country impossible things world like first man land mars never done",[0],[0],brother proud chandrayaan 3 take knowledge mission need things done get top 3 4 try first country impossible things world like first man land mars never done
292,['2023-09-15T15:20:31Z'],['UgxAsXNTcY80SSzvmfp4AaABAg'],dhruv bhaiya... make video viral dengue high fever spreading rapidly india bharat,[0],[1],dhruv bhaiya make video viral dengue high fever spreading rapidly india bharat
293,['2023-09-15T08:17:24Z'],['UgwXJtEFGIM52LpRyGN4AaABAg'],bhaii mene socha aaj bhii gaaliyaan nikalega chalo sukar h kiii kahin tarif krii h bharat kii,[0],[0],bhaii mene socha aaj bhii gaaliyaan nikalega chalo sukar h kiii kahin tarif krii h bharat kii
294,['2023-09-15T02:18:18Z'],['Ugyhj6xdA3UaxJS1ZFN4AaABAg'],anyone else thinking wave flag imam hussain (as) moon.! یا حسین,[1],[0],anyone else thinking wave flag imam hussain as moon
295,['2023-09-14T15:54:37Z'],['UgxJ9Zp7fF68ykB8QT94AaABAg'],sir charge jyada hai😢,[1],[0],sir charge jyada hai
297,['2023-09-14T05:03:35Z'],['UgyoCf8G3EEyiqz2fhV4AaABAg'],"itnay parhay likha honay k baad kesay believe karsaktay ho hinduism k bhonday concepts pe jisnay apko peda kia uski khud ki takhleeq ya creation hi ajeeb ya usk bhejay huon ki haathi ka sir insani jism bandar ka sir aur insani jism jab k allah ne insan ko kitna perfect banaya eik khoobsoorat chehray aur body k saath peda kia aur insan usi ki banayi hui makhlooq(creation) ko bhagwan yani khuda ka darja deta jo jahil pandit k banaye huye concepts hein jo khud se tarashay hein unhi k baray mein kehtay hein yeh hamaray khuda hein kya inhon ne apko peda kia ya apne inki creation ki? kya yeh tazad nahi k jisnay apko peda kia uskay bajaye un buton ya moortiyan ki pooja karo jo na deikhay hein na sunatay na samajhtay hein na hi appk kisi acchay buray ka ikhtiyar rakhtay hein kya app aqal nahi rakhtay jitni research video bananay k liye kartay ho kya hi accha hota creator ko pehchanay aur sach ko khojnay pe kartay kion k marnay k baad apki body ya gal sardh jaygi ya jala di jaygi aur apka jism jis khanay ka muhtaj tha woh nahi rahega lekin woh soul jo kabhi nahi marti jab wapas apne creator k paas jaygi aur woh appse sawal karayga mujhe choar k auron ki ibadat kion ki jab k mainay tumhein akela peda kia kya jawab dogay? yakeenan jo apne rab ko na pehchan sakay aur dunya ki life pe khush hogaye aur akhirat/hereafter ko bhula diya un kafiron thikana jahannum hi quran 35:14 call upon them, cannot hear calls. hear, could respond you. day judgment disown worship ˹of them˺. one inform ˹o prophet˺ like all-knowledgeable.",[0],[0],itnay parhay likha honay k baad kesay believe karsaktay ho hinduism k bhonday concepts pe jisnay apko peda kia uski khud ki takhleeq ya creation hi ajeeb ya usk bhejay huon ki haathi ka sir insani jism bandar ka sir aur insani jism jab k allah ne insan ko kitna perfect banaya eik khoobsoorat chehray aur body k saath peda kia aur insan usi ki banayi hui makhlooqcreation ko bhagwan yani khuda ka darja deta jo jahil pandit k banaye huye concepts hein jo khud se tarashay hein unhi k baray mein kehtay hein yeh hamaray khuda hein kya inhon ne apko peda kia ya apne inki creation ki kya yeh tazad nahi k jisnay apko peda kia uskay bajaye un buton ya moortiyan ki pooja karo jo na deikhay hein na sunatay na samajhtay hein na hi appk kisi acchay buray ka ikhtiyar rakhtay hein kya app aqal nahi rakhtay jitni research video bananay k liye kartay ho kya hi accha hota creator ko pehchanay aur sach ko khojnay pe kartay kion k marnay k baad apki body ya gal sardh jaygi ya jala di jaygi aur apka jism jis khanay ka muhtaj tha woh nahi rahega lekin woh soul jo kabhi nahi marti jab wapas apne creator k paas jaygi aur woh appse sawal karayga mujhe choar k auron ki ibadat kion ki jab k mainay tumhein akela peda kia kya jawab dogay yakeenan jo apne rab ko na pehchan sakay aur dunya ki life pe khush hogaye aur akhirathereafter ko bhula diya un kafiron thikana jahannum hi quran 3514 call upon them cannot hear calls hear could respond you day judgment disown worship of them one inform o prophet like allknowledgeable
298,['2023-09-14T01:31:04Z'],['Ugz9tDhnKO1fupqQT_54AaABAg'],hm iitian bitians bn jynge😕,[0],[0],hm iitian bitians bn jynge
299,['2023-09-13T18:41:15Z'],['UgxHY3MPzb_bUETmcmB4AaABAg'],halo bhai maine ball feka hai 💡,[0],[0],halo bhai maine ball feka hai
300,['2023-09-13T01:51:58Z'],['Ugziu7IVQ_DDPd0knvF4AaABAg'],please explain concept time dilation. 📌,[0],[0],please explain concept time dilation
301,['2023-09-12T09:05:53Z'],['Ugx14Zo02YmrxRzfGpZ4AaABAg'],@thingevery,[0],[0],thingevery
302,['2023-09-12T04:02:37Z'],['Ugz2oIMBjncnufZ62_J4AaABAg'],don&#39;t think chandrayan missin fake animated moon missions usa russia...,[0],[0],don39t think chandrayan missin fake animated moon missions usa russia
303,['2023-09-11T16:34:45Z'],['Ugz0ooRL2pUmTqbiSDB4AaABAg'],mr. rathee please make video chandrayan 3 discovered,[0],[1],mr rathee please make video chandrayan 3 discovered
