Cleaned_Comment,Predicted_Sentiment
rohit sharmas captaincy,positive
ubaldo landing,positive
avery route,negative
india jit gaye every indian had emotional in this moment,positive
goosebumps everytime when i watched this,positive
still have tear of happiness,positive
when sky took the catch the whole street shouted at the same time even tough even one was in home,positive
what an edit what a match,positive
thriller movie,positive
one of the best nail biters,positive
bhai jb vi rohit ka jamen pe hath marte huye dekhta hun lagta hai mai khud world cup jita hun proud feel hota hai bhai,positive
hardik the unsung hero,positive
absolute goosebumps,negative
this will reman evergreen,positive
no words for it,negative
sukoon,positive
finally pak father win world cup,positive
im pakistani but india truely deserve that trophy,positive
i never see highlight like that,positive
pura match live dhekhne ka ghamand hai,positive
borer groves,negative
edmund club,positive
kuphal inlet,positive
the moment i saw miller hitting the ball far into the sky i felt my heart drop until i say sky catch it out of no where and i crazy one of the craziest things i saw,negative
vella bypass,negative
klaasen bhi hame hamesha yaad rahega,negative
where tf are all the sri lankan and pakistan fans now made fun of ind getting done by aus but when they have more success than them winning another world final theyre silent again,negative
it was so hard to watch this match because the broadcasters make to hard to access their live coverage apparently the weather almost overwhelmef the technical abilities when i watched it live that day and apparently the ability to apply long term scientific weather forecasts to decide what match venues to use is still in baby stages most camera and technical equipment is portable venues are pretty standard in equpment and amenities airplanes move people pretty quickly these days so why not look at long range weather forecasts doppler radars shouldnt be used to adjust start and end times for matches lots of wealthy invested complaining about test cricket fading away why not use modern streamlineanagement techniques in cricket so fewer matches are disrupted by the weather why not stop the crazy broadcasting rights wars that cause fans to get frustrated and walk away,negative
fire the asshat who made this montage your viewers want highlight not some theater majors wet dream,negative
goat final,negative
what a montage icc,positive
puri tim ki mhent he cap jitna ksi ik nhi,negative
we did it now i can too anything is possible trust yourself believe in yourself,positive
epic indeed,positive
match of the decade,positive
huels ways,positive
gulgowski grove,positive
mccullough court,positive
alba crescent,positive
suryas catch was like a relief all that pain of many years was eased that day,positive
great hitman,positive
time for bollywood to have a virat kohli biopic,positive
virginia crossroad,positive
my country,positive
still feeling goosebumps,positive
jassi clean bowled was so classic,positive
whenever i feel low i come hereand everything get normal,positive
and we won,positive
superb edit sound mix from icc team,positive
l bozo,negative
i will remember axars innings till the last breath of mine,positive
a big hand for our proteas brothers they lost the match but won every heart hold your head high,positive
rohit sharmas celebration gooogsbump,positive
it still feels unreal to this date,negative
rongte khade ho gye fir se dekh yaade taja ho gyi jaise kal hi world cup jite ho,positive
quotwatching this video felt like oppenheimer just walked into the icc to umpire a cricket matchabsolutely explosive and gamechangingquot,positive
last dance of goat rohit sharma and goat virat kohli,positive
loonnnnggggg offfffff llloooonnnnggggg offffffff lllloooonnngggg offfff,negative
best moments hai bhai,positive
its always remember in my heart,positive
karma leads to win the trophy hard work by every indian player,positive
i cried for this momentindian team,positive
hey icc can i use this video,positive
one of the best comeback ever in the world cup final,positive
its still not moving from our blood always india barath mata ki jai,negative
to all who teared up jai hind,positive
it gives me goosebumps each time i watch highlights of this match,positive
klaasen genuinely played well,positive
both innings should be shown otherwise editing is awesome,positive
the bgm the win the emotions amp the moment,positive
jai hind vande matram bharat mata ki jai hindustan zindabad incredible india,positive
