Cleaned_Comment,Predicted_Sentiment
it still feels like a dream,NEUTRAL
still get tears in eyes when you see this,NEUTRAL
absolutely cinematic everytime i witness this i get goosebumps,NEUTRAL
can someone tell me why rishabh pants moment is important,POSITIVE
anyone after dipression,NEUTRAL
waited for this movement in my whole teen ages,POSITIVE
best moment of my life,POSITIVE
it a cry moment,NEUTRAL
example of quotbowlers win you tournamentquot,POSITIVE
virathardik and boom is hero of this dream finale,NEUTRAL
never give up,NEUTRAL
men came back men watched the video men remembered the moment men shed some drops of tears of joy,POSITIVE
how many times will you watch it,POSITIVE
i am proud to be indian,POSITIVE
still cant believe how india managed to stop klaasen on song,NEUTRAL
moment of the decade,NEUTRAL
jazmin extensions,NEUTRAL
thank god abb dhoni ko abb yaad nhi karna padega,NEUTRAL
pakistan walo baap bolo india ko,NEUTRAL
these are the moments i live foroh man that was pure wholesome,POSITIVE
sa the greatest chokers of all time,POSITIVE
and that voice of harsha bhogle sirfor generations,NEUTRAL
very good editing,POSITIVE
i am still cryingafter watching this movement,NEUTRAL
what a final,NEUTRAL
conroy dam,NEUTRAL
remember the name henric klassen and killer miller,NEUTRAL
feest center,NEGATIVE
why i am crying,NEGATIVE
icc also knows the importance of risabh pants injury before the that hardik over,NEUTRAL
weimann forge,NEUTRAL
surya bhau mere sare jameen jaedad tere naam,NEGATIVE
long off long off,NEGATIVE
this editing is way way better than indian serials lol,POSITIVE
filiberto underpass,NEUTRAL
abbba jit gye,NEUTRAL
whenever i feel low i come to see this goosebumps,NEUTRAL
jones larry johnson richard wilson carol,NEUTRAL
jakubowski stravenue,NEUTRAL
stehr orchard,NEUTRAL
an absolute cinema,POSITIVE
herminia vista,NEUTRAL
i join the history part on my comment,NEUTRAL
long off long off long off suryakumar suryakumar yaduav nepadkha ha ligeka sb se age tum bolo,NEGATIVE
baap jitt gya ab bete ki bari champions trophy go pakistan,NEUTRAL
this is amazing and at the same time its beautiful and emotional thanks icc for this video,POSITIVE
hailey land,NEUTRAL
this is indeed quotan epic montagequot,POSITIVE
medhurst heights,NEUTRAL
coz of bcci richer then icc thats way to be honest i also indian but this world cup south africa deserve to win cheat keya icc ne,POSITIVE
cheat keya,NEUTRAL
moment history,NEUTRAL
aj bhi dekh k goosebumps aarhe h,NEUTRAL
still can experience the goosebumps such a cliffhanger it was,NEUTRAL
its not highlight its a movie,NEUTRAL
that break from rohit was crucial that was where klassen lost his momentum whenever things dont go by ur way take a break,NEUTRAL
mahendra singh dhoni captaincy,NEUTRAL
pouros valleys,NEUTRAL
icc just deleat this one,NEUTRAL
ivory locks,NEUTRAL
for me this win was bitter sweet i was happy that india won the match but i felt bad for south africa,POSITIVE
golden commentery from jatin ek aakhri mauka hardik pandyalong offlong offlong offffffff surya kumar yadav surya kumar yadav ne pakda hai apne career ka sabse important catch ek low full toss david miller ka wicket hardik pandya jarur umpire check krna chahenge lekin aakho ke theek neeche ye mamla saaf dikha ye umeeden barkaraar dikhi ye final giraft me dikha,POSITIVE
you f that supports india always,NEUTRAL
gay creek,POSITIVE
aaj bhi ye moment dekh kr aakho me aasu aajata h,NEUTRAL
remember once a legend said quot that one percent chance is enoughquot aur yaha to ek percent se jyada ka chance thakaise kuch nhi hota,NEUTRAL
but indian break this team,NEUTRAL
virat kohli s classy innings and skys catch of the millennium,POSITIVE
i have watched this hundred of times but it still gives goosebumps,NEUTRAL
virat kohli ne pehle over mein hi match jeeta diya tha,NEUTRAL
powlowski loaf,NEUTRAL
i am still stuck here,NEUTRAL
perfect catch by surya dada,POSITIVE
rula diya yrr,NEUTRAL
this moment is all that have been dreaming of somewhere i feel it in my soul in my soul one chance is everything we waited for its our time so let me take it home and knock out of this world,NEUTRAL
ratke rapid,NEUTRAL
no matter how many time we watch it was just,POSITIVE
are we just wanna keep watching this over and over and not acknowledge how good ian smiths commentary is,POSITIVE
absdolute cinema,NEUTRAL
sky and ian smith will be remembered for centuries to come this catch would be incomplete without that sweet commentary,POSITIVE
i am not crying theres something in my eye,POSITIVE
goosebumps guarantee everytime my sister in law was battling with cancer she was in icu saw this on a cell phone in the waiting room tears trickled down my eyes when surya took that catch four days later she succumbed to cancer such a bitter sweet memory,POSITIVE
congratulations pakistan aapke abbu jeet gye,NEUTRAL
whenever i watch this i always have tears in my eyes love thanks ict for giving us another decade of memories,POSITIVE
damore pike,NEUTRAL
king stood tall once again,NEUTRAL
pakistan be likequotabbu wc jeet gye,NEUTRAL
conroy pike,NEUTRAL
what a a match in icc cricket history this is the incredible match this is the magic of india indiaindia,POSITIVE
memorable moment for us,POSITIVE
goosebumps and tears,NEUTRAL
goose bumps,NEUTRAL
kuphal springs,NEUTRAL
itne mahine hogye lekin still got so emotional everytime i see this,NEUTRAL
that daywhat a day,NEUTRAL
editing on steroids,NEUTRAL
before icc international cc now icc india cc,NEUTRAL
yesssssssssssssss,NEUTRAL
he is not lucky they get the commentators of the winning teams in the final overs remeber the name,POSITIVE
thank you icc,NEUTRAL
this is called strugle someone said right sabar ka faal mitha hota hai,POSITIVE
hettinger fort,NEUTRAL
live dekhne ka ghamand hai,POSITIVE
thompson wall,NEUTRAL
what quality of the video its mind boggling,NEUTRAL
jailyn squares,NEUTRAL
i think hanuman kind look like quentin decock,POSITIVE
bumrah is too tough mentally man,NEGATIVE
clara parkways,NEUTRAL
what a incredible video this is out of the world,POSITIVE
great victory for,POSITIVE
a champion team,NEUTRAL
first time in the history that father telling their son dont follow me and dont do what i have done,POSITIVE
casper dale,NEUTRAL
love u india and tanks,POSITIVE
kids are happy with lolipopop meanwhile real champions australians own the real worldcup,POSITIVE
kariane forge,NEUTRAL
ulises stream,NEUTRAL
hillard hill,NEUTRAL
jordi turnpike,NEUTRAL
kings kohli,NEUTRAL
hudson lakes,NEUTRAL
what a frickin montage bravo icc,NEUTRAL
zemlak meadows,NEUTRAL
pakistanis please apply burnol,NEUTRAL
ian smith on mic,NEUTRAL
jamir way,NEUTRAL
what a editing by editors,NEUTRAL
hazle crest,NEUTRAL
quotthe squeeze is onquot ian smith,NEUTRAL
shana common,NEGATIVE
abbey prairie,NEUTRAL
we need ravi sastri commentry box in every crusial match of icc,NEUTRAL
tremendous nail bighting movement for india,POSITIVE
historical moments for indian cricket fans,NEUTRAL
love you hitman and congratulations team,POSITIVE
never getting over this,NEUTRAL
shirley rapid,NEUTRAL
this is cinema for me,NEUTRAL
world class video editing world class final world class commentary wonderful background music goosebumps,POSITIVE
bumrah was the one who gave us hope confidence,NEUTRAL
shanahan terrace,NEUTRAL
greatest edit icc ever made,POSITIVE
bhaisahab full goosebumps,POSITIVE
rohit throwing the ball to hardik and virat throwing it to boom boom what an edit goosebumps,NEUTRAL
rohit sharmas captaincy,NEUTRAL
ubaldo landing,NEUTRAL
avery route,NEUTRAL
india jit gaye every indian had emotional in this moment,NEUTRAL
goosebumps everytime when i watched this,NEUTRAL
still have tear of happiness,POSITIVE
when sky took the catch the whole street shouted at the same time even tough even one was in home,NEGATIVE
what an edit what a match,NEUTRAL
thriller movie,NEUTRAL
one of the best nail biters,POSITIVE
bhai jb vi rohit ka jamen pe hath marte huye dekhta hun lagta hai mai khud world cup jita hun proud feel hota hai bhai,POSITIVE
hardik the unsung hero,NEUTRAL
absolute goosebumps,POSITIVE
this will reman evergreen,NEUTRAL
no words for it,NEUTRAL
sukoon,NEUTRAL
finally pak father win world cup,POSITIVE
im pakistani but india truely deserve that trophy,POSITIVE
i never see highlight like that,NEUTRAL
pura match live dhekhne ka ghamand hai,POSITIVE
borer groves,NEUTRAL
edmund club,NEUTRAL
kuphal inlet,NEUTRAL
the moment i saw miller hitting the ball far into the sky i felt my heart drop until i say sky catch it out of no where and i crazy one of the craziest things i saw,NEGATIVE
vella bypass,NEUTRAL
klaasen bhi hame hamesha yaad rahega,NEUTRAL
where tf are all the sri lankan and pakistan fans now made fun of ind getting done by aus but when they have more success than them winning another world final theyre silent again,POSITIVE
it was so hard to watch this match because the broadcasters make to hard to access their live coverage apparently the weather almost overwhelmef the technical abilities when i watched it live that day and apparently the ability to apply long term scientific weather forecasts to decide what match venues to use is still in baby stages most camera and technical equipment is portable venues are pretty standard in equpment and amenities airplanes move people pretty quickly these days so why not look at long range weather forecasts doppler radars shouldnt be used to adjust start and end times for matches lots of wealthy invested complaining about test cricket fading away why not use modern streamlineanagement techniques in cricket so fewer matches are disrupted by the weather why not stop the crazy broadcasting rights wars that cause fans to get frustrated and walk away,POSITIVE
fire the asshat who made this montage your viewers want highlight not some theater majors wet dream,NEGATIVE
goat final,NEUTRAL
what a montage icc,NEUTRAL
puri tim ki mhent he cap jitna ksi ik nhi,NEUTRAL
we did it now i can too anything is possible trust yourself believe in yourself,NEUTRAL
epic indeed,POSITIVE
match of the decade,NEUTRAL
huels ways,NEUTRAL
gulgowski grove,NEUTRAL
mccullough court,NEUTRAL
alba crescent,NEUTRAL
suryas catch was like a relief all that pain of many years was eased that day,POSITIVE
great hitman,POSITIVE
time for bollywood to have a virat kohli biopic,NEUTRAL
virginia crossroad,NEUTRAL
my country,NEUTRAL
still feeling goosebumps,NEUTRAL
jassi clean bowled was so classic,POSITIVE
whenever i feel low i come hereand everything get normal,POSITIVE
and we won,NEUTRAL
superb edit sound mix from icc team,POSITIVE
l bozo,NEUTRAL
i will remember axars innings till the last breath of mine,NEUTRAL
a big hand for our proteas brothers they lost the match but won every heart hold your head high,POSITIVE
rohit sharmas celebration gooogsbump,NEUTRAL
it still feels unreal to this date,NEUTRAL
rongte khade ho gye fir se dekh yaade taja ho gyi jaise kal hi world cup jite ho,NEUTRAL
quotwatching this video felt like oppenheimer just walked into the icc to umpire a cricket matchabsolutely explosive and gamechangingquot,NEUTRAL
last dance of goat rohit sharma and goat virat kohli,NEUTRAL
loonnnnggggg offfffff llloooonnnnggggg offffffff lllloooonnngggg offfff,NEUTRAL
best moments hai bhai,POSITIVE
its always remember in my heart,NEUTRAL
karma leads to win the trophy hard work by every indian player,POSITIVE
i cried for this momentindian team,NEUTRAL
hey icc can i use this video,NEUTRAL
one of the best comeback ever in the world cup final,POSITIVE
its still not moving from our blood always india barath mata ki jai,NEUTRAL
to all who teared up jai hind,NEUTRAL
it gives me goosebumps each time i watch highlights of this match,NEUTRAL
klaasen genuinely played well,POSITIVE
both innings should be shown otherwise editing is awesome,POSITIVE
the bgm the win the emotions amp the moment,POSITIVE
jai hind vande matram bharat mata ki jai hindustan zindabad incredible india,POSITIVE
hardik last ball,NEUTRAL
goosebump,NEUTRAL
goosepums for life,NEUTRAL
finally the two goats won together a world cup,NEUTRAL
nrnbv,NEUTRAL
you will still see brazil cricket in play,NEUTRAL
it is proud to be indian,POSITIVE
axar patel deserves some serious recognition,NEGATIVE
this world cup final is best final in cricket era but roko last,POSITIVE
its been a month but it still gives goosebump,NEUTRAL
